,X,Y,method,covar,alternative,n,r,CI95%,p-unc,marker,stage,system,ci_low,ci_high,p-fdr
2616,CVsd,Median daily protein caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,100,-0.00900262193173119,[-0.21  0.19],0.929892809856625,^,Wake,Nutrition,-0.21,0.19,0.9722290405824239
2617,CVsd,Average width (FI),pearson,"['age', 'gender']",two-sided,58,0.1046348761629628,[-0.16  0.36],0.44280478859224304,^,Wake,Vascular,-0.16,0.36,0.7027907580347063
2618,CVsd,Fractal dimension (FI),pearson,"['age', 'gender']",two-sided,58,0.061703422226798914,[-0.2   0.32],0.6514399962393109,^,Wake,Vascular,-0.2,0.32,0.8428511776175849
2619,CVsd,Vessel density (FI),pearson,"['age', 'gender']",two-sided,58,0.09903841305050556,[-0.17  0.35],0.4677112510366106,^,Wake,Vascular,-0.17,0.35,0.7182554510960852
2628,AUC,Waist circumference,pearson,"['age', 'gender']",two-sided,653,-0.008402609269870534,[-0.09  0.07],0.8305612291890134,^,Wake,Anthropometry and body composition,-0.09,0.07,0.9315800257384916
2629,AUC,Sitting BP diastolic,pearson,"['age', 'gender']",two-sided,653,-0.005433119287985937,[-0.08  0.07],0.8899566768921651,^,Wake,Vascular,-0.08,0.07,0.959461781549141
2630,AUC,Sitting BP systolic,pearson,"['age', 'gender']",two-sided,653,0.02249088552153476,[-0.05  0.1 ],0.5667680260549774,^,Wake,Vascular,-0.05,0.1,0.788218510229674
2631,AUC,BMI,pearson,"['age', 'gender']",two-sided,653,-0.00041022225060497624,[-0.08  0.08],0.9916649837981798,^,Wake,Anthropometry and body composition,-0.08,0.08,0.9947829413708287
2632,AUC,HDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,250,-0.012609386428054871,[-0.14  0.11],0.8433756626283762,^,Wake,Lipids,-0.14,0.11,0.9400088494346666
2633,AUC,WBC (BT),pearson,"['age', 'gender']",two-sided,296,0.052487488965636854,[-0.06  0.17],0.36984841812819935,^,Wake,Inflammatory markers,-0.06,0.17,0.6385296480915604
2634,AUC,GGT (BT),pearson,"['age', 'gender']",two-sided,95,0.025256528905483425,[-0.18  0.23],0.8100904733258043,^,Wake,Liver,-0.18,0.23,0.9247468116114544
2635,AUC,CRP (BT),pearson,"['age', 'gender']",two-sided,90,-0.018004402436695075,[-0.23  0.19],0.8677675624095968,^,Wake,Inflammatory markers,-0.23,0.19,0.9484982538782303
2636,AUC,AST\GOT (BT),pearson,"['age', 'gender']",two-sided,220,0.06939671968435242,[-0.06  0.2 ],0.30774279922762066,^,Wake,Liver,-0.06,0.2,0.5790044763284315
2637,AUC,HbA1C (BT),pearson,"['age', 'gender']",two-sided,166,0.25499882447466593,[0.11 0.39],0.000983343905586949,^,Wake,HbA1C,0.11,0.39,0.006713950590598691
2638,AUC,Total cholesterol (BT),pearson,"['age', 'gender']",two-sided,257,0.12401900627228599,[0.   0.24],0.04789050262087049,^,Wake,Lipids,0.0,0.24,0.16578421442990116
2639,AUC,Triglycerides (BT),pearson,"['age', 'gender']",two-sided,259,0.09071282979542501,[-0.03  0.21],0.1470195756390397,^,Wake,Lipids,-0.03,0.21,0.36472680830379683
2640,AUC,LDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,132,0.1726321303559552,[0.   0.33],0.04952187793118569,^,Wake,Lipids,0.0,0.33,0.16949230149448277
2641,AUC,ALT\GPT (BT),pearson,"['age', 'gender']",two-sided,257,0.05475532691856976,[-0.07  0.18],0.3839015722143927,^,Wake,Liver,-0.07,0.18,0.6548754812704584
2642,AUC,eGFR (BT),pearson,"['age', 'gender']",two-sided,288,-0.01821150433265036,[-0.13  0.1 ],0.7591013273741444,^,Wake,Vascular,-0.13,0.1,0.899015610971003
2643,AUC,Total Sleep Time (SM),pearson,"['age', 'gender']",two-sided,653,-0.04237910600628119,[-0.12  0.03],0.28027699826887437,^,Wake,Sleep,-0.12,0.03,0.5500919979089812
2644,AUC,AHI (SM),pearson,"['age', 'gender']",two-sided,645,-0.0542401040234088,[-0.13  0.02],0.16952687480229384,^,Wake,Sleep,-0.13,0.02,0.40218176417257473
2645,AUC,Total Wake Time (SM),pearson,"['age', 'gender']",two-sided,653,0.07482891304592311,[-0.    0.15],0.05635966956607975,^,Wake,Sleep,-0.0,0.15,0.18700268582453475
2646,AUC,ODI (SM),pearson,"['age', 'gender']",two-sided,641,-0.029179359741741014,[-0.11  0.05],0.4615350278857584,^,Wake,Sleep,-0.11,0.05,0.7159512214622833
2647,AUC,Mean Oxygen Saturation (SM),pearson,"['age', 'gender']",two-sided,646,-0.12438864868662111,[-0.2  -0.05],0.0015626559532979187,^,Wake,Sleep,-0.2,-0.05,0.010061798949586125
2648,AUC,RDI (SM),pearson,"['age', 'gender']",two-sided,645,-0.10272540419338955,[-0.18 -0.03],0.009142360992003629,^,Wake,Sleep,-0.18,-0.03,0.04486865774375741
2649,AUC,Scanned VAT mass (DXA),pearson,"['age', 'gender']",two-sided,554,0.03330458590059567,[-0.05  0.12],0.43484750262239047,^,Wake,Anthropometry and body composition,-0.05,0.12,0.6977897753014141
2650,AUC,Android tissue fat percent (DXA),pearson,"['age', 'gender']",two-sided,563,-0.029210951830245135,[-0.11  0.05],0.48989341127125063,^,Wake,Anthropometry and body composition,-0.11,0.05,0.7353334632710726
2651,AUC,Total fat mass (DXA),pearson,"['age', 'gender']",two-sided,563,-0.016725087187159912,[-0.1   0.07],0.69263249365509,^,Wake,Anthropometry and body composition,-0.1,0.07,0.8650307158256314
2652,AUC,vat/fat,pearson,"['age', 'gender']",two-sided,554,0.040918725688705304,[-0.04  0.12],0.33725907975374314,^,Wake,vat/fat,-0.04,0.12,0.6050910801423989
2653,AUC,Liver viscosity (US),pearson,"['age', 'gender']",two-sided,564,-0.06698457875752482,[-0.15  0.02],0.11268966923754793,^,Wake,Liver,-0.15,0.02,0.3062126946630282
2654,AUC,Liver attenuation (US),pearson,"['age', 'gender']",two-sided,558,-0.03431665563035044,[-0.12  0.05],0.41932571685842446,^,Wake,Liver,-0.12,0.05,0.6835135108431015
2655,AUC,Liver sound speed (US),pearson,"['age', 'gender']",two-sided,564,0.0015978975834852998,[-0.08  0.08],0.9698500901421212,^,Wake,Liver,-0.08,0.08,0.9874969591617772
2656,AUC,Liver elasticity (US),pearson,"['age', 'gender']",two-sided,563,0.0327886761026478,[-0.05  0.12],0.4382862475865711,^,Wake,Liver,-0.05,0.12,0.7007693680958779
2657,AUC,Carotid - intima media thickness (US),pearson,"['age', 'gender']",two-sided,538,-0.04798351291237548,[-0.13  0.04],0.2674543489246268,^,Wake,Vascular,-0.13,0.04,0.5370855367972157
2658,AUC,Median daily caloric intake (DL),pearson,"['age', 'gender']",two-sided,653,0.04374398249406271,[-0.03  0.12],0.2650633656409972,^,Wake,Nutrition,-0.03,0.12,0.5334682790876281
2659,AUC,Median daily carbohydrate caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,653,0.10924098986916385,[0.03 0.18],0.0052667466719300265,^,Wake,Nutrition,0.03,0.18,0.028558985476644975
2660,AUC,Median daily lipid caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,653,-0.0903065085218302,[-0.17 -0.01],0.02119876439488655,^,Wake,Nutrition,-0.17,-0.01,0.08961596038585996
2661,AUC,Median daily protein caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,653,-0.0784017882823976,[-0.15 -0.  ],0.04553995034534352,^,Wake,Nutrition,-0.15,-0.0,0.16006817661218586
2662,AUC,Average width (FI),pearson,"['age', 'gender']",two-sided,345,0.004390864194470741,[-0.1   0.11],0.9354232797617416,^,Wake,Vascular,-0.1,0.11,0.9743354910863018
2663,AUC,Fractal dimension (FI),pearson,"['age', 'gender']",two-sided,345,0.0006923529831982278,[-0.11  0.11],0.9898067034425181,^,Wake,Vascular,-0.11,0.11,0.9941774649029352
2664,AUC,Vessel density (FI),pearson,"['age', 'gender']",two-sided,345,0.009721618342897557,[-0.1   0.12],0.8576284362803435,^,Wake,Vascular,-0.1,0.12,0.9438813099310929
2672,MAG,Waist circumference,pearson,"['age', 'gender']",two-sided,653,0.06510112122206932,[-0.01  0.14],0.09699408459160781,^,Wake,Anthropometry and body composition,-0.01,0.14,0.27607964927280926
2673,MAG,Sitting BP diastolic,pearson,"['age', 'gender']",two-sided,653,0.021945648423159807,[-0.05  0.1 ],0.5762109355700941,^,Wake,Vascular,-0.05,0.1,0.7950363391648375
2674,MAG,Sitting BP systolic,pearson,"['age', 'gender']",two-sided,653,-0.007023821724886039,[-0.08  0.07],0.8580409485109345,^,Wake,Vascular,-0.08,0.07,0.9438813099310929
2675,MAG,BMI,pearson,"['age', 'gender']",two-sided,653,0.04415059626425123,[-0.03  0.12],0.2606428828061485,^,Wake,Anthropometry and body composition,-0.03,0.12,0.5278990924894679
2676,MAG,HDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,250,0.07364332139695282,[-0.05  0.2 ],0.2479075295309007,^,Wake,Lipids,-0.05,0.2,0.5130520668714929
2677,MAG,WBC (BT),pearson,"['age', 'gender']",two-sided,296,0.05360445790403172,[-0.06  0.17],0.3597360603244485,^,Wake,Inflammatory markers,-0.06,0.17,0.627786445667236
2678,MAG,GGT (BT),pearson,"['age', 'gender']",two-sided,95,0.010892899509569228,[-0.19  0.21],0.9174632637483038,^,Wake,Liver,-0.19,0.21,0.9696423860339951
2679,MAG,CRP (BT),pearson,"['age', 'gender']",two-sided,90,0.02784575818341469,[-0.18  0.24],0.7967686133898949,^,Wake,Inflammatory markers,-0.18,0.24,0.9212196971372025
2680,MAG,AST\GOT (BT),pearson,"['age', 'gender']",two-sided,220,0.1263387465907877,[-0.01  0.25],0.06258712663579162,^,Wake,Liver,-0.01,0.25,0.20114069122071343
2681,MAG,HbA1C (BT),pearson,"['age', 'gender']",two-sided,166,0.23043489616539675,[0.08 0.37],0.0029926629637710457,^,Wake,HbA1C,0.08,0.37,0.01767592444760526
2682,MAG,Total cholesterol (BT),pearson,"['age', 'gender']",two-sided,257,0.12183756320307189,[-0.    0.24],0.051982745148727846,^,Wake,Lipids,-0.0,0.24,0.17591168370778973
2683,MAG,Triglycerides (BT),pearson,"['age', 'gender']",two-sided,259,0.0671108930456152,[-0.06  0.19],0.283794728051543,^,Wake,Lipids,-0.06,0.19,0.5541143107423652
2684,MAG,LDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,132,0.0788206002700144,[-0.09  0.25],0.37271395831165555,^,Wake,Lipids,-0.09,0.25,0.641640141362406
2685,MAG,ALT\GPT (BT),pearson,"['age', 'gender']",two-sided,257,0.14944156707501915,[0.03 0.27],0.016936125193555997,^,Wake,Liver,0.03,0.27,0.07529016179412117
2686,MAG,eGFR (BT),pearson,"['age', 'gender']",two-sided,288,-0.15884247227633963,[-0.27 -0.04],0.007110692636742519,^,Wake,Vascular,-0.27,-0.04,0.03668901105726083
2687,MAG,Total Sleep Time (SM),pearson,"['age', 'gender']",two-sided,653,-0.060684207434403455,[-0.14  0.02],0.12191399553578555,^,Wake,Sleep,-0.14,0.02,0.322491573985515
2688,MAG,AHI (SM),pearson,"['age', 'gender']",two-sided,645,-0.0033351118712010774,[-0.08  0.07],0.9327339572075213,^,Wake,Sleep,-0.08,0.07,0.9730693676191478
2689,MAG,Total Wake Time (SM),pearson,"['age', 'gender']",two-sided,653,0.06822067050289364,[-0.01  0.14],0.08197996749276507,^,Wake,Sleep,-0.01,0.14,0.24501581050852553
2690,MAG,ODI (SM),pearson,"['age', 'gender']",two-sided,641,-0.027992143665363508,[-0.11  0.05],0.479969907161494,^,Wake,Sleep,-0.11,0.05,0.7287487149853397
2691,MAG,Mean Oxygen Saturation (SM),pearson,"['age', 'gender']",two-sided,646,-0.02501532309072743,[-0.1   0.05],0.5262873170333286,^,Wake,Sleep,-0.1,0.05,0.7590670119776204
2692,MAG,RDI (SM),pearson,"['age', 'gender']",two-sided,645,-0.020922059681398947,[-0.1   0.06],0.5964200465568321,^,Wake,Sleep,-0.1,0.06,0.8085334697079133
2693,MAG,Scanned VAT mass (DXA),pearson,"['age', 'gender']",two-sided,554,0.048039183614700075,[-0.04  0.13],0.25984508921421007,^,Wake,Anthropometry and body composition,-0.04,0.13,0.527081484453804
2694,MAG,Android tissue fat percent (DXA),pearson,"['age', 'gender']",two-sided,563,0.04409604909015322,[-0.04  0.13],0.29712807822303666,^,Wake,Anthropometry and body composition,-0.04,0.13,0.5684941818668885
2695,MAG,Total fat mass (DXA),pearson,"['age', 'gender']",two-sided,563,0.0483890244871191,[-0.03  0.13],0.2525285664347065,^,Wake,Anthropometry and body composition,-0.03,0.13,0.5190174398362692
2696,MAG,vat/fat,pearson,"['age', 'gender']",two-sided,554,0.055447780974787385,[-0.03  0.14],0.19333526517741578,^,Wake,vat/fat,-0.03,0.14,0.4361540073665175
2697,MAG,Liver viscosity (US),pearson,"['age', 'gender']",two-sided,564,-0.04118147555388701,[-0.12  0.04],0.3298033486519414,^,Wake,Liver,-0.12,0.04,0.5993126670765648
2698,MAG,Liver attenuation (US),pearson,"['age', 'gender']",two-sided,558,-0.021523138063374525,[-0.1   0.06],0.612558598505204,^,Wake,Liver,-0.1,0.06,0.8199674655206528
2699,MAG,Liver sound speed (US),pearson,"['age', 'gender']",two-sided,564,-0.07615805851094853,[-0.16  0.01],0.07122426347259875,^,Wake,Liver,-0.16,0.01,0.2210436261459497
2700,MAG,Liver elasticity (US),pearson,"['age', 'gender']",two-sided,563,-0.015104128400418488,[-0.1   0.07],0.7211140179570418,^,Wake,Liver,-0.1,0.07,0.8797421910140588
2701,MAG,Carotid - intima media thickness (US),pearson,"['age', 'gender']",two-sided,538,0.02475036118604854,[-0.06  0.11],0.5674831375899059,^,Wake,Vascular,-0.06,0.11,0.7882642128786538
2702,MAG,Median daily caloric intake (DL),pearson,"['age', 'gender']",two-sided,653,0.007739785769961116,[-0.07  0.08],0.84374790706161,^,Wake,Nutrition,-0.07,0.08,0.9400132838488687
2703,MAG,Median daily carbohydrate caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,653,0.2237892744095343,[0.15 0.3 ],7.81924705993924e-09,^,Wake,Nutrition,0.15,0.3,1.1318099477693387e-07
2704,MAG,Median daily lipid caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,653,-0.216481840648285,[-0.29 -0.14],2.41703172702662e-08,^,Wake,Nutrition,-0.29,-0.14,3.279912053575123e-07
2705,MAG,Median daily protein caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,653,-0.09801710459098725,[-0.17 -0.02],0.012345964860444116,^,Wake,Nutrition,-0.17,-0.02,0.05828592146867261
2706,MAG,Average width (FI),pearson,"['age', 'gender']",two-sided,345,-0.002979126999257841,[-0.11  0.1 ],0.9561600411449327,^,Wake,Vascular,-0.11,0.1,0.9806875670595533
2707,MAG,Fractal dimension (FI),pearson,"['age', 'gender']",two-sided,345,-0.008297620993680943,[-0.11  0.1 ],0.8783069963140293,^,Wake,Vascular,-0.11,0.1,0.9537093830192449
2708,MAG,Vessel density (FI),pearson,"['age', 'gender']",two-sided,345,-0.024518531911301378,[-0.13  0.08],0.6509088411418721,^,Wake,Vascular,-0.13,0.08,0.8428511776175849
2715,SDw,Waist circumference,pearson,"['age', 'gender']",two-sided,653,0.05832935869617277,[-0.02  0.13],0.13710411331877775,^,Wake,Anthropometry and body composition,-0.02,0.13,0.3502122951032121
2716,SDw,Sitting BP diastolic,pearson,"['age', 'gender']",two-sided,653,0.013186715563928865,[-0.06  0.09],0.7370042633046257,^,Wake,Vascular,-0.06,0.09,0.8872164872959654
2717,SDw,Sitting BP systolic,pearson,"['age', 'gender']",two-sided,653,0.0010614439585527942,[-0.08  0.08],0.9784354984057972,^,Wake,Vascular,-0.08,0.08,0.9915391082129469
2718,SDw,BMI,pearson,"['age', 'gender']",two-sided,653,0.01915057884699846,[-0.06  0.1 ],0.6257432309074652,^,Wake,Anthropometry and body composition,-0.06,0.1,0.8300425848889837
2719,SDw,HDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,250,-0.005683611378912607,[-0.13  0.12],0.9290388886832444,^,Wake,Lipids,-0.13,0.12,0.9722041811784559
2720,SDw,WBC (BT),pearson,"['age', 'gender']",two-sided,296,-0.014536243567355011,[-0.13  0.1 ],0.8039827775472578,^,Wake,Inflammatory markers,-0.13,0.1,0.9227149091705142
2721,SDw,GGT (BT),pearson,"['age', 'gender']",two-sided,95,0.044543950112796826,[-0.16  0.25],0.6715898222600474,^,Wake,Liver,-0.16,0.25,0.8515359732840274
2722,SDw,CRP (BT),pearson,"['age', 'gender']",two-sided,90,0.1302126564060051,[-0.08  0.33],0.2265884972339643,^,Wake,Inflammatory markers,-0.08,0.33,0.48632754566467307
2723,SDw,AST\GOT (BT),pearson,"['age', 'gender']",two-sided,220,0.12137031780365293,[-0.01  0.25],0.07372348136707241,^,Wake,Liver,-0.01,0.25,0.22685434062384868
2724,SDw,HbA1C (BT),pearson,"['age', 'gender']",two-sided,166,0.25375022685732207,[0.1  0.39],0.0010433692726288214,^,Wake,HbA1C,0.1,0.39,0.007052812468031435
2725,SDw,Total cholesterol (BT),pearson,"['age', 'gender']",two-sided,257,0.09235935563992718,[-0.03  0.21],0.14135605428789502,^,Wake,Lipids,-0.03,0.21,0.3573014103846105
2726,SDw,Triglycerides (BT),pearson,"['age', 'gender']",two-sided,259,0.06756995884688229,[-0.06  0.19],0.2805064951691708,^,Wake,Lipids,-0.06,0.19,0.5500919979089812
2727,SDw,LDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,132,-0.021384971333528322,[-0.19  0.15],0.8091684809889912,^,Wake,Lipids,-0.19,0.15,0.9244720090103651
2728,SDw,ALT\GPT (BT),pearson,"['age', 'gender']",two-sided,257,0.14275920644634396,[0.02 0.26],0.022597443868891866,^,Wake,Liver,0.02,0.26,0.0940740728454967
2729,SDw,eGFR (BT),pearson,"['age', 'gender']",two-sided,288,-0.09231808307400588,[-0.21  0.02],0.11929694930229215,^,Wake,Vascular,-0.21,0.02,0.31820336157879203
2730,SDw,Total Sleep Time (SM),pearson,"['age', 'gender']",two-sided,653,0.009723634847653576,[-0.07  0.09],0.8044247975274561,^,Wake,Sleep,-0.07,0.09,0.9227149091705142
2731,SDw,AHI (SM),pearson,"['age', 'gender']",two-sided,645,-0.0009908473118222791,[-0.08  0.08],0.9799939650819173,^,Wake,Sleep,-0.08,0.08,0.9916394487053936
2732,SDw,Total Wake Time (SM),pearson,"['age', 'gender']",two-sided,653,-0.008400234375076683,[-0.09  0.07],0.8306083944791222,^,Wake,Sleep,-0.09,0.07,0.9315800257384916
2733,SDw,ODI (SM),pearson,"['age', 'gender']",two-sided,641,-0.03628210969275239,[-0.11  0.04],0.35984460625785,^,Wake,Sleep,-0.11,0.04,0.627786445667236
2734,SDw,Mean Oxygen Saturation (SM),pearson,"['age', 'gender']",two-sided,646,-0.02320965047154628,[-0.1   0.05],0.5565793850368275,^,Wake,Sleep,-0.1,0.05,0.7817662644054655
2735,SDw,RDI (SM),pearson,"['age', 'gender']",two-sided,645,-0.008242982651491077,[-0.09  0.07],0.8347466003363375,^,Wake,Sleep,-0.09,0.07,0.9337211215354131
2736,SDw,Scanned VAT mass (DXA),pearson,"['age', 'gender']",two-sided,554,0.04141164651318329,[-0.04  0.12],0.3314663746309252,^,Wake,Anthropometry and body composition,-0.04,0.12,0.6006570197994636
2737,SDw,Android tissue fat percent (DXA),pearson,"['age', 'gender']",two-sided,563,0.030513637641520864,[-0.05  0.11],0.4707342809992092,^,Wake,Anthropometry and body composition,-0.05,0.11,0.7207745210899035
2738,SDw,Total fat mass (DXA),pearson,"['age', 'gender']",two-sided,563,0.005219970984795748,[-0.08  0.09],0.90182014946501,^,Wake,Anthropometry and body composition,-0.08,0.09,0.9622195505518861
2739,SDw,vat/fat,pearson,"['age', 'gender']",two-sided,554,0.07095864876028297,[-0.01  0.15],0.09581873605533871,^,Wake,vat/fat,-0.01,0.15,0.2740274495829181
2740,SDw,Liver viscosity (US),pearson,"['age', 'gender']",two-sided,564,-0.015242115326297701,[-0.1   0.07],0.718432703370505,^,Wake,Liver,-0.1,0.07,0.8786678225871151
2741,SDw,Liver attenuation (US),pearson,"['age', 'gender']",two-sided,558,0.006760639543700893,[-0.08  0.09],0.8736242951194471,^,Wake,Liver,-0.08,0.09,0.9512603157288583
2742,SDw,Liver sound speed (US),pearson,"['age', 'gender']",two-sided,564,-0.040659164287869407,[-0.12  0.04],0.3359793385852434,^,Wake,Liver,-0.12,0.04,0.6040728220737666
2743,SDw,Liver elasticity (US),pearson,"['age', 'gender']",two-sided,563,0.020845772981394506,[-0.06  0.1 ],0.6222291369242421,^,Wake,Liver,-0.06,0.1,0.8267655165830998
2744,SDw,Carotid - intima media thickness (US),pearson,"['age', 'gender']",two-sided,538,-0.005104339020354628,[-0.09  0.08],0.9061477874148129,^,Wake,Vascular,-0.09,0.08,0.9647515929126321
2745,SDw,Median daily caloric intake (DL),pearson,"['age', 'gender']",two-sided,653,-0.03028821691846997,[-0.11  0.05],0.44041853223359373,^,Wake,Nutrition,-0.11,0.05,0.7013243468596487
2746,SDw,Median daily carbohydrate caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,653,0.13874415317130126,[0.06 0.21],0.0003846494926028762,^,Wake,Nutrition,0.06,0.21,0.0028758642504799065
2747,SDw,Median daily lipid caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,653,-0.12014694121761266,[-0.2  -0.04],0.0021352024968265848,^,Wake,Nutrition,-0.2,-0.04,0.013291145817402183
2748,SDw,Median daily protein caloric intake (%) (DL),pearson,"['age', 'gender']",two-sided,653,-0.07625589922766059,[-0.15  0.  ],0.05180632052956633,^,Wake,Nutrition,-0.15,0.0,0.1756431654181674
2749,SDw,Average width (FI),pearson,"['age', 'gender']",two-sided,345,-0.018916572160491005,[-0.12  0.09],0.7270201190761909,^,Wake,Vascular,-0.12,0.09,0.881453027997669
2750,SDw,Fractal dimension (FI),pearson,"['age', 'gender']",two-sided,345,-0.04576920426063152,[-0.15  0.06],0.398107425918777,^,Wake,Vascular,-0.15,0.06,0.6675709323098924
2751,SDw,Vessel density (FI),pearson,"['age', 'gender']",two-sided,345,-0.06021451408796107,[-0.17  0.05],0.2660836030415373,^,Wake,Vascular,-0.17,0.05,0.5347285439872138
2757,SDhhmm,Waist circumference,pearson,"['age', 'gender']",two-sided,653,0.06821220557616238,[-0.01  0.14],0.08201800436514202,^,Wake,Anthropometry and body composition,-0.01,0.14,0.24501581050852553
2758,SDhhmm,Sitting BP diastolic,pearson,"['age', 'gender']",two-sided,653,0.023467711352783728,[-0.05  0.1 ],0.5500379640113351,^,Wake,Vascular,-0.05,0.1,0.7772326316110029
2759,SDhhmm,Sitting BP systolic,pearson,"['age', 'gender']",two-sided,653,0.0085551797607227,[-0.07  0.09],0.8275324705083811,^,Wake,Vascular,-0.07,0.09,0.9313675623916998
2760,SDhhmm,BMI,pearson,"['age', 'gender']",two-sided,653,0.03164149174985647,[-0.05  0.11],0.42025812494854675,^,Wake,Anthropometry and body composition,-0.05,0.11,0.6836128838971874
2761,SDhhmm,HDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,250,0.010190745804600708,[-0.11  0.13],0.873135206159207,^,Wake,Lipids,-0.11,0.13,0.9510742241335993
2762,SDhhmm,WBC (BT),pearson,"['age', 'gender']",two-sided,296,0.010786343444170619,[-0.1   0.13],0.8538842212599521,^,Wake,Inflammatory markers,-0.1,0.13,0.9430422784322502
2763,SDhhmm,GGT (BT),pearson,"['age', 'gender']",two-sided,95,0.08522261505280118,[-0.12  0.28],0.41666490672243517,^,Wake,Liver,-0.12,0.28,0.6806304011407418
2764,SDhhmm,CRP (BT),pearson,"['age', 'gender']",two-sided,90,0.08704192164125366,[-0.12  0.29],0.42002217841022016,^,Wake,Inflammatory markers,-0.12,0.29,0.6836128838971874
2765,SDhhmm,AST\GOT (BT),pearson,"['age', 'gender']",two-sided,220,0.1621828875450516,[0.03 0.29],0.016542381324401743,^,Wake,Liver,0.03,0.29,0.0742506351530026
2766,SDhhmm,HbA1C (BT),pearson,"['age', 'gender']",two-sided,166,0.25286102691006684,[0.1  0.39],0.0010881447573203129,^,Wake,HbA1C,0.1,0.39,0.007300926752453225
2767,SDhhmm,Total cholesterol (BT),pearson,"['age', 'gender']",two-sided,257,0.09170689409361109,[-0.03  0.21],0.14420056978801868,^,Wake,Lipids,-0.03,0.21,0.3615338073022473
2768,SDhhmm,Triglycerides (BT),pearson,"['age', 'gender']",two-sided,259,0.09401328983421745,[-0.03  0.21],0.13280506327634695,^,Wake,Lipids,-0.03,0.21,0.3434330078437405
2769,SDhhmm,LDL cholesterol (BT),pearson,"['age', 'gender']",two-sided,132,0.02215419549288381,[-0.15  0.19],0.8024421408376123,^,Wake,Lipids,-0.15,0.19,0.9221136211417077
2770,SDhhmm,ALT\GPT (BT),pearson,"['age', 'gender']",two-sided,257,0.1613442705766753,[0.04 0.28],0.009859069010084263,^,Wake,Liver,0.04,0.28,0.04765363008614192
2771,SDhhmm,eGFR (BT),pearson,"['age', 'gender']",two-sided,288,-0.09760772359987709,[-0.21  0.02],0.09947520291116026,^,Wake,Vascular,-0.21,0.02,0.28093205067730376
2772,SDhhmm,Total Sleep Time (SM),pearson,"['age', 'gender']",two-sided,653,0.0029937008568016606,[-0.07  0.08],0.9392307377023459,^,Wake,Sleep,-0.07,0.08,0.9752749391163837
2773,SDhhmm,AHI (SM),pearson,"['age', 'gender']",two-sided,645,0.03393908204992765,[-0.04  0.11],0.3902404473907939,^,Wake,Sleep,-0.04,0.11,0.6601730879868012
2774,SDhhmm,Total Wake Time (SM),pearson,"['age', 'gender']",two-sided,653,0.0008059641521233242,[-0.08  0.08],0.9836250334319441,^,Wake,Sleep,-0.08,0.08,0.9926065470073987
2775,SDhhmm,ODI (SM),pearson,"['age', 'gender']",two-sided,641,-0.0024373034208687743,[-0.08  0.08],0.9509684120246658,^,Wake,Sleep,-0.08,0.08,0.9791078415155322
2776,SDhhmm,Mean Oxygen Saturation (SM),pearson,"['age', 'gender']",two-sided,646,-0.03687293829516718,[-0.11  0.04],0.35018520307087486,^,Wake,Sleep,-0.11,0.04,0.6181552700898748
2777,SDhhmm,RDI (SM),pearson,"['age', 'gender']",two-sided,645,0.029035190477862623,[-0.05  0.11],0.4623512958251962,^,Wake,Sleep,-0.05,0.11,0.7164267295858306
2778,SDhhmm,Scanned VAT mass (DXA),pearson,"['age', 'gender']",two-sided,554,0.04148552711654678,[-0.04  0.12],0.3306037059044995,^,Wake,Anthropometry and body composition,-0.04,0.12,0.5997716964069596
2779,SDhhmm,Android tissue fat percent (DXA),pearson,"['age', 'gender']",two-sided,563,0.02828822135894672,[-0.05  0.11],0.5037134709910053,^,Wake,Anthropometry and body composition,-0.05,0.11,0.7456113227540705
2780,SDhhmm,Total fat mass (DXA),pearson,"['age', 'gender']",two-sided,563,0.02112255713132508,[-0.06  0.1 ],0.6176125432273589,^,Wake,Anthropometry and body composition,-0.06,0.1,0.8240292783472268
2781,SDhhmm,vat/fat,pearson,"['age', 'gender']",two-sided,554,0.055467992639521436,[-0.03  0.14],0.1931727183023783,^,Wake,vat/fat,-0.03,0.14,0.4361540073665175
2782,SDhhmm,Liver viscosity (US),pearson,"['age', 'gender']",two-sided,564,-0.03272940158192909,[-0.12  0.05],0.4387056393383797,^,Wake,Liver,-0.12,0.05,0.7007693680958779
2783,SDhhmm,Liver attenuation (US),pearson,"['age', 'gender']",two-sided,558,0.0021716942914359453,[-0.08  0.09],0.9592517233119915,^,Wake,Liver,-0.08,0.09,0.9828389514351551
